19400	18628
19500	19500
19600	19600
19700	19700
19800	19800
19900	10181
20000	20000
20100	20100
20200	20200
20300	13391
20400	10308
20500	928
20600	20600
20700	18326
20800	20800
20900	20900
21000	3469
21100	15922
21200	19430
21300	12038
21400	21400
21500	21500
21600	3949
21700	21700
21800	6444
21900	8613
22000	4584
22100	5828
22200	20253
22300	861
22400	22400
22500	22500
22600	22600
22700	9752
22800	22800
22900	13657
23000	10647
23100	17668
23200	1846
23300	23300
23400	23400
23500	2995
23600	5175
23700	23110
23800	23800
23900	23900
24000	24000
24100	24100
24200	24200
24300	24300
24400	24400
24500	24500
24600	24600
24700	24700
24800	10789
24900	24900
25000	25000
25100	632
25200	9518
25300	2981
25400	25400
25500	2704
25600	25600
25700	25700
25800	6937
25900	11337
26000	26000
26100	26100
26200	12579
26300	26300
26400	11974
26500	17487
26600	26600
26700	12434
26800	26800
26900	24103
27000	11195
27100	27100
27200	27200
27300	27300
27400	5061
27500	21550
27600	4644
27700	27700
27800	5092
27900	6850
28000	28000
28100	21109
28200	9029
28300	28300
28400	2867
28500	28500
28600	16851
28700	3759
28800	28800
28900	28900
29000	29000
29100	2920
29200	14292
29300	29300
29400	27708
29500	24600
29600	14480
29700	1965
29800	977
29900	26963
30000	7322
30100	4900
30200	30200
30300	30300
30400	10800
30500	12404
30600	30600
30700	6903
30800	14652
30900	30654
31000	31000
31100	27708
31200	22637
31300	31300
31400	31400
31500	31500
31600	31600
31700	31700
31800	20916
31900	16890
32000	11654
32100	10286
32200	32200
32300	32300
32400	28285
32500	6280
32600	32600
32700	32700
32800	19816
32900	32900
33000	33000
33100	33100
33200	33200
33300	2563
33400	33400
33500	7740
33600	25608
33700	10928
33800	17360
33900	22066
34000	9659
34100	2892
34200	16975
34300	8989
34400	34400
34500	1902
34600	18536
34700	2332
34800	17845
34900	370
35000	21711
35100	10473
35200	21783
35300	35300
35400	17904
35500	29556
35600	12099
35700	35700
35800	4270
35900	35900
36000	4057
36100	20007
36200	17898
36300	36300
36400	32203
36500	36500
36600	930
36700	36700
36800	11974
36900	12688
37000	8916
37100	13148
37200	28899
37300	37300
37400	5184
37500	37500
37600	37600
37700	828
37800	26422
37900	37900
38000	3241
38100	38100
38200	38200
38300	32691
38400	21685
38500	31737
38600	4813
38700	14973
38800	3622
38900	38900
39000	8625
39100	39100
39200	39200
39300	3696
39400	193
39500	4965
39600	3044
39700	39700
39800	3030
39900	8637
40000	2539
40100	5769
40200	26564
40300	10826
40400	18778
40500	35718
40600	40600
40700	40700
40800	2020
40900	1402
41000	22156
41100	41100
41200	9566
41300	41300
41400	41400
41500	10762
41600	24422
41700	23702
41800	17888
41900	29597
42000	42000
42100	42100
42200	42200
42300	26741
42400	42400
42500	40119
42600	42600
42700	18302
42800	30521
42900	9685
43000	12090
43100	43100
43200	43200
43300	43300
43400	43400
43500	15602
43600	43600
43700	21211
43800	43800
43900	43900
44000	44000
44100	11096
44200	18472
44300	8947
44400	44400
44500	44500
44600	1922
44700	15229
44800	44800
44900	10000
45000	15455
45100	45100
45200	9955
45300	17488
45400	13146
45500	974
45600	45600
45700	27525
45800	29290
45900	24147
46000	46000
46100	9924
46200	46200
46300	10479
46400	34530
46500	5958
46600	46600
46700	23446
46800	46800
46900	15716
47000	23457
47100	7896
47200	22085
47300	47300
47400	3710
47500	4608
47600	18950
47700	27017
47800	29785
47900	16695
48000	4339
48100	9502
48200	27632
48300	48300
48400	48400
48500	2005
48600	2199
48700	16862
48800	10340
48900	10722
49000	49000
49100	8811
49200	21195
49300	49300
49400	9421
49500	16240
49600	29891
49700	24715
49800	49800
49900	20417
50000	16470
50100	18288
50200	50200
50300	41253
50400	12818
50500	45351
50600	43471
50700	40914
50800	6224
50900	5826
51000	45255
51100	45519
51200	30507
51300	47413
51400	25212
51500	7898
51600	20223
51700	25068
51800	14689
51900	14097
52000	33515
52100	52100
52200	52200
52300	52300
52400	51281
52500	22814
52600	11559
52700	29422
52800	52800
52900	28512
53000	29815
53100	53100
53200	14221
53300	13997
53400	28289
53500	53500
53600	53600
53700	33760
53800	16261
53900	10079
54000	54000
54100	22324
54200	8924
54300	3977
54400	8551
54500	14632
54600	24089
54700	4707
54800	23777
54900	21648
55000	4245
55100	1939
55200	7607
55300	55300
55400	55400
55500	25636
55600	55600
55700	55700
55800	55800
55900	55900
56000	7687
56100	56100
56200	12268
56300	3525
56400	4268
56500	22419
56600	10807
56700	1614
56800	16131
56900	11559
57000	32787
57100	57100
57200	1223
57300	16538
57400	13055
57500	6034
57600	29199
57700	21136
57800	49900
57900	57900
58000	58000
58100	55589
58200	22120
58300	1122
58400	37426
58500	58500
58600	49488
58700	18161
58800	15391
58900	6753
59000	2393
59100	59100
59200	16973
59300	34522
59400	22268
59500	14747
59600	32805
59700	45323
59800	44974
59900	59900
60000	60000
60100	38387
60200	58791
60300	7168
60400	17526
60500	42425
60600	13651
60700	19065
60800	16080
60900	30130
61000	22208
61100	61100
61200	20918
61300	55839
61400	12086
61500	4031
61600	61600
61700	6019
61800	24929
61900	10028
62000	19868
62100	14264
62200	19318
62300	40577
62400	20298
62500	62500
62600	1052
62700	62700
62800	3805
62900	36059
63000	63000
63100	63100
63200	40586
63300	50586
63400	63400
63500	63500
63600	21157
63700	60355
63800	10743
63900	56944
64000	19307
64100	35450
64200	10023
64300	34542
64400	894
64500	22851
64600	64600
64700	23158
64800	37906
64900	8698
65000	45170
65100	25532
65200	12487
65300	10857
65400	42648
65500	37680
65600	32606
65700	3605
65800	65800
65900	20120
66000	66000
66100	3574
66200	6670
66300	37982
66400	994
66500	31270
66600	36639
66700	13214
66800	66800
66900	54022
67000	7753
67100	36559
67200	3598
67300	6640
67400	16373
67500	16323
67600	26172
67700	26999
67800	28607
67900	23022
68000	39714
68100	3843
68200	21084
68300	1219
68400	29299
68500	51966
68600	48347
68700	6281
68800	4759
68900	12478
69000	9418
69100	3681
69200	11343
69300	940
69400	69400
69500	23378
69600	4557
69700	630
69800	69800
69900	16182
70000	67148
70100	70100
70200	61851
70300	14107
70400	29284
70500	32452
70600	934
70700	40706
70800	1867
70900	38761
71000	71000
71100	37306
71200	28194
71300	48646
71400	11170
71500	51885
71600	6603
71700	66174
71800	7795
71900	27997
72000	7506
72100	22751
72200	21135
72300	57742
72400	21669
72500	23737
72600	72600
72700	27568
72800	62643
72900	708
73000	73000
73100	11680
73200	53639
73300	73300
73400	28867
73500	52081
73600	921
73700	56957
73800	51899
73900	4727
74000	74000
74100	40092
74200	4627
74300	12543
74400	25839
74500	35746
74600	2116
74700	22351
74800	11509
74900	49483
75000	15910
75100	4137
75200	58724
75300	31545
75400	12852
75500	37889
75600	30235
75700	38094
75800	75800
75900	35363
76000	2718
76100	31449
76200	14
76300	28142
76400	24503
76500	29854
76600	2040
76700	76700
76800	27546
76900	41147
77000	11013
77100	11599
77200	2019
77300	46079
77400	4800
77500	61731
77600	4267
77700	13587
77800	9489
77900	11348
78000	16792
78100	6526
78200	21083
78300	35659
78400	29895
78500	74492
78600	78600
78700	10582
78800	1723
78900	60730
79000	5720
79100	14767
79200	14527
79300	25698
79400	49712
79500	18226
79600	11676
79700	36663
79800	3886
79900	53386
80000	3000
80100	9188
80200	7565
80300	80300
80400	17326
80500	13874
80600	44806
80700	419
80800	42844
80900	9268
81000	27565
81100	9649
81200	68623
81300	10494
81400	39980
81500	11344
81600	33717
81700	35269
81800	81800
81900	53821
82000	70869
82100	82100
82200	16337
82300	68427
82400	66720
82500	23981
82600	1447
82700	6337
82800	82800
82900	33853
83000	4441
83100	15480
83200	2251
83300	46188
83400	27572
83500	22334
83600	7743
83700	3238
83800	13933
83900	27870
84000	59952
84100	28867
84200	4414
84300	35081
84400	30244
84500	23857
84600	11953
84700	6699
84800	32015
84900	53230
85000	85000
85100	85100
85200	3271
85300	2465
85400	19118
85500	16065
85600	35720
85700	18529
85800	82497
85900	835
86000	86000
86100	8246
86200	33727
86300	25909
86400	1846
86500	12367
86600	55288
86700	16209
86800	3125
86900	51102
87000	1863
87100	31903
87200	53923
87300	18618
87400	57640
87500	60036
87600	7811
87700	74662
87800	4477
87900	10307
88000	11248
88100	2855
88200	88200
88300	426
88400	816
88500	42785
88600	6518
88700	67907
88800	43308
88900	17785
89000	26469
89100	17947
89200	1983
89300	89300
89400	8972
89500	20034
89600	31453
89700	6413
89800	23732
89900	55615
90000	36426
90100	90100
90200	24990
90300	16574
90400	3959
90500	5507
90600	8891
90700	11020
90800	3067
90900	90900
91000	45247
91100	14599
91200	38269
91300	63365
91400	2087
91500	14712
91600	12004
91700	10029
91800	54848
91900	6738
92000	13400
92100	9612
92200	92200
92300	24676
92400	16434
92500	92500
92600	5232
92700	545
92800	23162
92900	61948
93000	31891
93100	36707
93200	24953
93300	34939
93400	22482
93500	23106
93600	3610
93700	45943
93800	21763
93900	599
94000	3442
94100	11747
94200	14621
94300	405
94400	5743
94500	68642
94600	16282
94700	25571
94800	71337
94900	38454
95000	95000
95100	1300
95200	75090
95300	34189
95400	47142
95500	50740
95600	2791
95700	18837
95800	3629
95900	61513
96000	4992
96100	23226
96200	70009
96300	16075
96400	54150
96500	2125
96600	8624
96700	24432
96800	58642
96900	12697
97000	58101
97100	97100
97200	5082
97300	17017
97400	16984
97500	20495
97600	85629
97700	16225
97800	39028
97900	91220
98000	38655
98100	17870
98200	13847
98300	6555
98400	95440
98500	41444
98600	5828
98700	80354
98800	46611
98900	11939
99000	18804
99100	10058
99200	18135
99300	5342
99400	58689
99500	4709
99600	64847
99700	33124
99800	8934
99900	12982
